,County,State,County FIPS Code,Opioid Dispensing Rate per 100,Year
40185,Radford City,VA,51750,70.5,2018
40186,Richmond,VA,51159,29.5,2018
40187,Richmond City,VA,51760,32.1,2018
40188,Roanoke,VA,51161,67.3,2018
40189,Roanoke City,VA,51770,70.6,2018
40190,Rockbridge,VA,51163,2.8,2018
40191,Rockingham,VA,51165,21.2,2018
40192,Russell,VA,51167,90.5,2018
40193,Salem City,VA,51775,156.7,2018
40194,Scott,VA,51169,123.2,2018
40195,Shenandoah,VA,51171,42.2,2018
40196,Smyth,VA,51173,83.9,2018
40197,Spotsylvania,VA,51177,48,2018
40198,Stafford,VA,51179,36.4,2018
40199,Staunton City,VA,51790,120.9,2018
40200,Suffolk City,VA,51800,64.2,2018
40201,Sussex,VA,51183,10.2,2018
40202,Tazewell,VA,51185,132.2,2018
40203,Virginia Beach City,VA,51810,45.3,2018
40204,Warren,VA,51187,65,2018
40205,Washington,VA,51191,74.4,2018
40206,Waynesboro City,VA,51820,138,2018
40207,Westmoreland,VA,51193,29.8,2018
40208,Winchester City,VA,51840,123.4,2018
40209,Wise,VA,51195,140.9,2018
40210,Wythe,VA,51197,78.8,2018
40211,York,VA,51199,35.2,2018
43183,Accomack,VA,51001,19.4,2019
43184,Albemarle,VA,51003,46.3,2019
43185,Alleghany,VA,51005,62.6,2019
43186,Amelia,VA,51007,2.7,2019
43187,Amherst,VA,51009,30.3,2019
43188,Appomattox,VA,51011,40.5,2019
43189,Arlington,VA,51013,35.1,2019
43190,Augusta,VA,51015,45,2019
43191,Bath,VA,51017,15.8,2019
43192,Bedford,VA,51019,18.1,2019
43193,Bland,VA,51021,90.8,2019
43194,Botetourt,VA,51023,12.2,2019
43195,Brunswick,VA,51025,6.2,2019
43196,Buchanan,VA,51027,66.7,2019
43197,Buckingham,VA,51029,6.5,2019
43198,Campbell,VA,51031,6.4,2019
43199,Caroline,VA,51033,4.4,2019
43200,Carroll,VA,51035,48,2019
43201,Charles City,VA,51036,12.2,2019
43202,Charlotte,VA,51037,25.2,2019
43203,Chesterfield,VA,51041,38.5,2019
43204,Clarke,VA,51043,19.4,2019
43205,Craig,VA,51045,4.5,2019
43206,Culpeper,VA,51047,19.7,2019
43207,Cumberland,VA,51049,0.1,2019
43208,Dickenson,VA,51051,97.9,2019
43209,Dinwiddie,VA,51053,1.3,2019
43210,Essex,VA,51057,78.9,2019
43211,Fairfax,VA,51059,27.7,2019
43212,Fauquier,VA,51061,34.7,2019
43213,Floyd,VA,51063,7.8,2019
43214,Fluvanna,VA,51065,7.3,2019
43215,Franklin,VA,51067,16.6,2019
43216,Frederick,VA,51069,4.2,2019
43217,Giles,VA,51071,31.6,2019
43218,Gloucester,VA,51073,33.9,2019
43219,Goochland,VA,51075,9,2019
43220,Grayson,VA,51077,10.5,2019
43221,Greene,VA,51079,16,2019
43222,Greensville,VA,51081,1.5,2019
43223,Halifax,VA,51083,24.5,2019
43224,Hanover,VA,51085,50.1,2019
43225,Henrico,VA,51087,51.3,2019
43226,Henry,VA,51089,6.4,2019
43227,Highland,VA,51091,0.7,2019
43228,Isle Of Wight,VA,51093,13.5,2019
43229,James City,VA,51095,41.9,2019
43230,King And Queen,VA,51097,2.2,2019
43231,King George,VA,51099,4.4,2019
43232,King William,VA,51101,7.8,2019
43233,Lancaster,VA,51103,43.8,2019
43234,Lee,VA,51105,64.4,2019
43235,Loudoun,VA,51107,17.4,2019
43236,Louisa,VA,51109,9.9,2019
43237,Lunenburg,VA,51111,6.8,2019
43238,Madison,VA,51113,4.7,2019
43239,Mathews,VA,51115,3.1,2019
43240,Mecklenburg,VA,51117,48,2019
43241,Middlesex,VA,51119,8.5,2019
43242,Montgomery,VA,51121,56.2,2019
43243,Nelson,VA,51125,19.6,2019
43244,New Kent,VA,51127,16.5,2019
43245,Northampton,VA,51131,74,2019
43246,Northumberland,VA,51133,8,2019
43247,Nottoway,VA,51135,34.8,2019
43248,Orange,VA,51137,19.3,2019
43249,Page,VA,51139,40.6,2019
43250,Patrick,VA,51141,43.5,2019
43251,Pittsylvania,VA,51143,7.1,2019
43252,Powhatan,VA,51145,15.8,2019
43253,Prince Edward,VA,51147,26.4,2019
43254,Prince George,VA,51149,9.3,2019
43255,Prince William,VA,51153,17.3,2019
43256,Pulaski,VA,51155,45.4,2019
43257,Rappahannock,VA,51157,10.8,2019
43258,Richmond,VA,51159,5,2019
43259,Roanoke,VA,51161,86.3,2019
43260,Rockbridge,VA,51163,17.5,2019
43261,Rockingham,VA,51165,7.4,2019
43262,Russell,VA,51167,57.2,2019
43263,Scott,VA,51169,169.4,2019
43264,Shenandoah,VA,51171,22.3,2019
43265,Smyth,VA,51173,41.4,2019
43266,Southampton,VA,51175,2.2,2019
43267,Spotsylvania,VA,51177,30.7,2019
43268,Stafford,VA,51179,18.5,2019
43269,Surry,VA,51181,1.2,2019
43270,Sussex,VA,51183,6,2019
43271,Tazewell,VA,51185,78.9,2019
43272,Warren,VA,51187,21.1,2019
43273,Washington,VA,51191,57.6,2019
43274,Westmoreland,VA,51193,4,2019
43275,Wise,VA,51195,62.9,2019
43276,Wythe,VA,51197,42.2,2019
43277,York,VA,51199,21.7,2019
43278,Alexandria City,VA,51510,20.2,2019
43279,Bristol City,VA,51520,30,2019
43280,Buena Vista City,VA,51530,27.4,2019
43281,Charlottesville City,VA,51540,163.1,2019
43282,Chesapeake City,VA,51550,40.7,2019
43283,Colonial Heights City,VA,51570,82.6,2019
43284,Covington City,VA,51580,54,2019
43285,Danville City,VA,51590,80.4,2019
43286,Emporia City,VA,51595,125.1,2019
43287,Fairfax City,VA,51600,66.9,2019
43288,Falls Church City,VA,51610,29.2,2019
43289,Franklin City,VA,51620,72.2,2019
43290,Fredericksburg City,VA,51630,233,2019
43291,Galax City,VA,51640,161.1,2019
43292,Hampton City,VA,51650,32.3,2019
43293,Harrisonburg City,VA,51660,89.7,2019
43294,Hopewell City,VA,51670,57.2,2019
43295,Lexington City,VA,51678,116.7,2019
43296,Lynchburg City,VA,51680,104.6,2019
43297,Manassas City,VA,51683,84.4,2019
43298,Martinsville City,VA,51690,374.5,2019
43299,Newport News City,VA,51700,61.1,2019
43300,Norfolk City,VA,51710,71.9,2019
43301,Norton City,VA,51720,567.9,2019
43302,Petersburg City,VA,51730,60.2,2019
43303,Poquoson City,VA,51735,5.7,2019
43304,Portsmouth City,VA,51740,59.5,2019
43305,Radford City,VA,51750,44,2019
43306,Richmond City,VA,51760,58.7,2019
43307,Roanoke City,VA,51770,84.6,2019
43308,Salem City,VA,51775,387.3,2019
43309,Staunton City,VA,51790,54.4,2019
43310,Suffolk City,VA,51800,45.9,2019
43311,Virginia Beach City,VA,51810,44.1,2019
43312,Waynesboro City,VA,51820,49.3,2019
43313,Williamsburg City,VA,51830,0,2019
43314,Winchester City,VA,51840,226.6,2019
46265,Accomack,VA,51001,19.4,2020
46266,Albemarle,VA,51003,37,2020
46267,Alleghany,VA,51005,50.1,2020
46268,Amelia,VA,51007,1.7,2020
46269,Amherst,VA,51009,32.3,2020
46270,Appomattox,VA,51011,17,2020
46271,Arlington,VA,51013,31.1,2020
46272,Augusta,VA,51015,43.2,2020
46273,Bath,VA,51017,17.3,2020
46274,Bedford,VA,51019,17.1,2020
46275,Bland,VA,51021,84.1,2020
46276,Botetourt,VA,51023,11.9,2020
46277,Brunswick,VA,51025,6.9,2020
46278,Buchanan,VA,51027,71.4,2020
46279,Buckingham,VA,51029,4.4,2020
46280,Campbell,VA,51031,5.3,2020
46281,Caroline,VA,51033,4.2,2020
46282,Carroll,VA,51035,46.4,2020
46283,Charles City,VA,51036,6.7,2020
46284,Charlotte,VA,51037,25.5,2020
46285,Chesterfield,VA,51041,36.6,2020
46286,Clarke,VA,51043,17,2020
46287,Craig,VA,51045,1.5,2020
46288,Culpeper,VA,51047,21.8,2020
46289,Dickenson,VA,51051,79.9,2020
46290,Dinwiddie,VA,51053,1.9,2020
46291,Essex,VA,51057,60.6,2020
46292,Fairfax,VA,51059,26.3,2020
46293,Fauquier,VA,51061,33.1,2020
46294,Floyd,VA,51063,9,2020
46295,Fluvanna,VA,51065,6.3,2020
46296,Franklin,VA,51067,16,2020
46297,Frederick,VA,51069,3.6,2020
46298,Giles,VA,51071,26.5,2020
46299,Gloucester,VA,51073,37.1,2020
46300,Goochland,VA,51075,11.1,2020
46301,Grayson,VA,51077,14.1,2020
46302,Greene,VA,51079,12.9,2020
46303,Greensville,VA,51081,1.4,2020
46304,Halifax,VA,51083,18.5,2020
46305,Hanover,VA,51085,47.2,2020
46306,Henrico,VA,51087,46.7,2020
46307,Henry,VA,51089,5.8,2020
46308,Highland,VA,51091,0.3,2020
46309,Isle Of Wight,VA,51093,12.7,2020
46310,James City,VA,51095,39.2,2020
46311,King And Queen,VA,51097,0.5,2020
46312,King George,VA,51099,4.9,2020
46313,King William,VA,51101,9.3,2020
46314,Lancaster,VA,51103,42.5,2020
46315,Lee,VA,51105,57,2020
46316,Loudoun,VA,51107,17.2,2020
46317,Louisa,VA,51109,8.7,2020
46318,Lunenburg,VA,51111,6.3,2020
46319,Madison,VA,51113,4.9,2020
46320,Mathews,VA,51115,3.4,2020
46321,Mecklenburg,VA,51117,47.3,2020
46322,Middlesex,VA,51119,7.7,2020
46323,Montgomery,VA,51121,49.3,2020
46324,Nelson,VA,51125,20.5,2020
46325,New Kent,VA,51127,17.3,2020
46326,Northampton,VA,51131,65.9,2020
46327,Northumberland,VA,51133,7.5,2020
46328,Nottoway,VA,51135,32.7,2020
46329,Orange,VA,51137,18.1,2020
46330,Page,VA,51139,35.9,2020
46331,Patrick,VA,51141,40.4,2020
46332,Pittsylvania,VA,51143,7.1,2020
46333,Powhatan,VA,51145,14.8,2020
46334,Prince Edward,VA,51147,20.9,2020
46335,Prince George,VA,51149,9.1,2020
46336,Prince William,VA,51153,16.3,2020
46337,Pulaski,VA,51155,35.3,2020
46338,Rappahannock,VA,51157,6.8,2020
46339,Richmond,VA,51159,4.1,2020
46340,Roanoke,VA,51161,74.5,2020
46341,Rockbridge,VA,51163,14.3,2020
46342,Rockingham,VA,51165,14,2020
46343,Russell,VA,51167,66.5,2020
46344,Scott,VA,51169,142.9,2020
46345,Shenandoah,VA,51171,19.5,2020
46346,Smyth,VA,51173,37.9,2020
46347,Southampton,VA,51175,1.8,2020
46348,Spotsylvania,VA,51177,26.6,2020
46349,Stafford,VA,51179,13.3,2020
46350,Surry,VA,51181,1.2,2020
46351,Sussex,VA,51183,4.7,2020
46352,Tazewell,VA,51185,70.6,2020
46353,Warren,VA,51187,18.1,2020
46354,Washington,VA,51191,58.1,2020
46355,Westmoreland,VA,51193,4.5,2020
46356,Wise,VA,51195,64.1,2020
46357,Wythe,VA,51197,51.9,2020
46358,York,VA,51199,19.9,2020
46359,Alexandria City,VA,51510,19.2,2020
46360,Bristol City,VA,51520,24.6,2020
46361,Buena Vista City,VA,51530,25.5,2020
46362,Charlottesville City,VA,51540,153.8,2020
46363,Chesapeake City,VA,51550,38,2020
46364,Colonial Heights City,VA,51570,73.1,2020
46365,Covington City,VA,51580,117.6,2020
46366,Danville City,VA,51590,67.8,2020
46367,Emporia City,VA,51595,123.9,2020
46368,Fairfax City,VA,51600,58.2,2020
46369,Falls Church City,VA,51610,21.8,2020
46370,Franklin City,VA,51620,57,2020
46371,Fredericksburg City,VA,51630,220.4,2020
46372,Galax City,VA,51640,96.7,2020
46373,Hampton City,VA,51650,27.2,2020
46374,Harrisonburg City,VA,51660,77.9,2020
46375,Hopewell City,VA,51670,49.2,2020
46376,Lexington City,VA,51678,113.6,2020
46377,Lynchburg City,VA,51680,104.5,2020
46378,Manassas City,VA,51683,73.4,2020
46379,Martinsville City,VA,51690,343.7,2020
46380,Newport News City,VA,51700,56.3,2020
46381,Norfolk City,VA,51710,69.6,2020
46382,Norton City,VA,51720,406.7,2020
46383,Petersburg City,VA,51730,48.7,2020
46384,Poquoson City,VA,51735,4.9,2020
46385,Portsmouth City,VA,51740,47,2020
46386,Radford City,VA,51750,45.4,2020
46387,Richmond City,VA,51760,55.2,2020
46388,Roanoke City,VA,51770,89,2020
46389,Salem City,VA,51775,375.6,2020
46390,Staunton City,VA,51790,55.2,2020
46391,Suffolk City,VA,51800,43.8,2020
46392,Virginia Beach City,VA,51810,38.4,2020
46393,Waynesboro City,VA,51820,45.4,2020
46394,Williamsburg City,VA,51830,0.2,2020
46395,Winchester City,VA,51840,219,2020
